65537	 0:04	 0:05	 0:04	 0:03	 0:03	 0:03	 0:03	 0:03	 0:03	 0:03
131101	 0:11	 0:12	 0:10	 0:08	 0:08	 0:08	 0:08	 0:09	 0:09	 0:08
262147	 0:26	 0:25	 0:24	 0:19	 0:19	 0:20	 0:21	 0:20	 0:20	 0:19
524309	 1:02	 1:03	 0:47	 0:42	 0:42	 0:42	 0:42	 0:42	 0:42	 0:42
1048583	 2:25	 1:55	 1:57	 1:42	 1:44	 1:43	 1:42	 1:42	 1:42	 1:42
2097169	 7:29	 9:44	 8:34	 9:03	 9:10	 9:14	 9:06	 9:05	 9:15	 9:24
