65537	 0:03	 0:03	 0:05	 0:05	 0:05	 0:05	 0:05	 0:05	 0:05	 0:05
131101	 0:08	 0:08	 0:13	 0:13	 0:13	 0:13	 0:13	 0:13	 0:13	 0:13
262147	 0:19	 0:19	 0:28	 0:28	 0:28	 0:27	 0:28	 0:28	 0:27	 0:27
524309	 0:41	 0:41	 0:48	 0:49	 0:49	 0:48	 0:50	 0:50	 0:48	 0:49
1048583	 1:35	 1:35	 2:33	 2:32	 2:32	 2:31	 2:31	 2:31	 2:31	 2:30
2097169	 7:45	 6:50	 9:17	 9:12	 9:11	 9:07	 9:17	 9:09	 9:15	 9:18
